eom,target_month,mask,loss,baseline_loss,delta_abs,delta_rel,importance,rank
2017-06-30,2017-07-31,Accruals,3.1209993363526256,3.139650305506196,-0.01865096915357034,-0.005940460668776073,0.0,5.0
2017-06-30,2017-07-31,DebtIssuance,3.136094639211702,3.139650305506196,-0.0035556662944937756,-0.0011325039251212107,0.0,6.0
2017-06-30,2017-07-31,Investment,3.1341324730144486,3.139650305506196,-0.00551783249174731,-0.0017574672192219468,0.0,7.0
2017-06-30,2017-07-31,Momentum,3.1331158262334147,3.139650305506196,-0.0065344792727812795,-0.0020812761412700533,0.0,8.0
2017-06-30,2017-07-31,Profitability,3.1175013675649548,3.139650305506196,-0.022148937941241176,-0.007054587545115211,0.0,9.0
2017-06-30,2017-07-31,Seasonality,3.089623396335561,3.139650305506196,-0.050026909170635125,-0.015933911201161444,0.0,10.0
2017-06-30,2017-07-31,ShortTermReversal,3.1193722985302226,3.139650305506196,-0.020278006975973373,-0.006458683293617317,0.0,11.0
2017-06-30,2017-07-31,Size,3.122196154603392,3.139650305506196,-0.01745415090280389,-0.005559265906841116,0.0,12.0
2017-06-30,2017-07-31,Value,3.0662139052860278,3.139650305506196,-0.07343640022016817,-0.023389993494300397,0.0,13.0
2017-06-30,2017-07-31,ALL,3.139650305506196,3.139650305506196,0.0,0.0,0.0,
2017-07-31,2017-08-31,LowRisk,3.306372978544111,3.2583853917509567,0.04798758679315451,0.014727412820669274,0.42276710246321686,1.0
2017-07-31,2017-08-31,Momentum,3.284963747923039,3.2583853917509567,0.026578356172082263,0.00815690993440155,0.2341533587746377,2.0
2017-07-31,2017-08-31,Quality,3.2729043610848914,3.2583853917509567,0.014518969333934706,0.004455878476097837,0.12791104963284985,3.0
2017-07-31,2017-08-31,Value,3.2723595025127974,3.2583853917509567,0.013974110761840741,0.004288661125604753,0.12311088577444823,4.0
2017-07-31,2017-08-31,LowLeverage,3.2688346963567825,3.2583853917509567,0.010449304605825827,0.0032068964685023614,0.09205760335484739,5.0
